chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003187	-9	0	X	Y	0.281	-2.212031e+00	3.109708e+00	9.393719e-01	4.775848e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000004151	-9	0	X	Y	0.281	-2.212031e+00	3.109708e+00	9.393719e-01	4.775848e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000004152	-9	0	X	Y	0.263	-5.892003e-01	3.134884e+00	9.688032e-01	8.510783e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000004153	-9	0	X	Y	0.265	-4.376850e-01	3.146258e+00	9.720182e-01	8.894801e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs33819873	28240792	0	X	Y	0.265	-4.376850e-01	3.146258e+00	9.720182e-01	8.894801e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000004154	-9	0	X	Y	0.265	-4.376850e-01	3.146258e+00	9.720182e-01	8.894801e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000004155	-9	0	X	Y	0.272	-1.288005e+00	3.146301e+00	9.552729e-01	6.826401e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30764547	28715963	0	X	Y	0.272	-1.288005e+00	3.146301e+00	9.552729e-01	6.826401e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29605219	29070749	0	X	Y	0.270	-1.336606e+00	3.153117e+00	9.515377e-01	6.720265e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003188	-9	1	X	Y	0.271	-1.332020e+00	3.156354e+00	9.521304e-01	6.734018e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29618131	29753889	0	X	Y	0.271	-1.333136e+00	3.157010e+00	9.521020e-01	6.732081e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000004156	-9	0	X	Y	0.271	-1.333136e+00	3.157010e+00	9.521020e-01	6.732081e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000004157	-9	0	X	Y	0.273	-1.573454e+00	3.155215e+00	9.544740e-01	6.184687e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29650874	29887367	0	X	Y	0.273	-1.573454e+00	3.155215e+00	9.544740e-01	6.184687e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003189	-9	0	X	Y	0.273	-1.573454e+00	3.155215e+00	9.544740e-01	6.184687e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478687	29961049	0	X	Y	0.273	-1.573454e+00	3.155215e+00	9.544740e-01	6.184687e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs52571055	30007442	0	X	Y	0.275	-1.424222e+00	3.171308e+00	9.546807e-01	6.537762e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003190	-9	0	X	Y	0.275	-1.424222e+00	3.171308e+00	9.546807e-01	6.537762e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003191	-9	0	X	Y	0.275	-1.424222e+00	3.171308e+00	9.546807e-01	6.537762e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003192	-9	0	X	Y	0.275	-1.424222e+00	3.171308e+00	9.546807e-01	6.537762e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29973656	30275370	0	X	Y	0.275	-1.424222e+00	3.171308e+00	9.546807e-01	6.537762e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478690	30922499	0	X	Y	0.274	-6.358633e-01	3.134538e+00	9.691141e-01	8.394222e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30718075	31426693	0	X	Y	0.274	-6.358633e-01	3.134538e+00	9.691141e-01	8.394222e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003193	-9	0	X	Y	0.274	-9.255911e-01	3.128142e+00	9.611359e-01	7.675741e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003194	-9	0	X	Y	0.274	-9.255911e-01	3.128142e+00	9.611359e-01	7.675741e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30114467	32122366	0	X	Y	0.274	-9.255911e-01	3.128142e+00	9.611359e-01	7.675741e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30162995	32207574	0	X	Y	0.274	-9.255911e-01	3.128142e+00	9.611359e-01	7.675741e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003195	-9	0	X	Y	0.276	-6.016737e-01	3.114067e+00	9.667196e-01	8.469601e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29966306	32280105	0	X	Y	0.276	-6.016737e-01	3.114067e+00	9.667196e-01	8.469601e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003196	-9	0	X	Y	0.284	-9.682778e-01	3.135068e+00	9.669474e-01	7.577064e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478694	32302244	0	X	Y	0.284	-9.682778e-01	3.135068e+00	9.669474e-01	7.577064e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30319084	32303314	0	X	Y	0.284	-9.682778e-01	3.135068e+00	9.669474e-01	7.577064e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs3678887	32306975	0	X	Y	0.284	-9.682778e-01	3.135068e+00	9.669474e-01	7.577064e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs3693410	32402773	0	X	Y	0.284	-9.682778e-01	3.135068e+00	9.669474e-01	7.577064e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003197	-9	0	X	Y	0.290	3.018384e-01	3.129159e+00	9.813482e-01	9.232375e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30654706	32539324	0	X	Y	0.290	3.018384e-01	3.129159e+00	9.813482e-01	9.232375e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs47901097	32610602	0	X	Y	0.290	3.018384e-01	3.129159e+00	9.813482e-01	9.232375e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003198	-9	0	X	Y	0.288	2.457444e-01	3.113668e+00	9.794928e-01	9.371599e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29960521	32824725	0	X	Y	0.288	2.457444e-01	3.113668e+00	9.794928e-01	9.371599e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003199	-9	0	X	Y	0.288	2.457444e-01	3.113668e+00	9.794928e-01	9.371599e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs50136596	33077506	0	X	Y	0.288	2.457444e-01	3.113668e+00	9.794928e-01	9.371599e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30318085	34195112	0	X	Y	0.267	4.759824e-01	3.118276e+00	9.782382e-01	8.788109e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30421613	34483299	0	X	Y	0.264	1.351923e+00	3.045588e+00	9.947533e-01	6.575265e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003200	-9	0	X	Y	0.257	2.209991e+00	3.036613e+00	1.013127e+00	4.674718e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478705	34507507	0	X	Y	0.257	2.209991e+00	3.036613e+00	1.013127e+00	4.674718e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	D6Mit268	34734663	0	X	Y	0.257	2.241635e+00	3.047187e+00	1.014710e+00	4.626830e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30707684	36520979	0	X	Y	0.255	2.309555e+00	3.053737e+00	1.007447e+00	4.502243e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003201	-9	0	X	Y	0.255	2.309555e+00	3.053737e+00	1.007447e+00	4.502243e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003202	-9	0	X	Y	0.255	2.309555e+00	3.053737e+00	1.007447e+00	4.502243e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs45757075	36700283	0	X	Y	0.255	2.309555e+00	3.053737e+00	1.007447e+00	4.502243e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30175616	36701883	0	X	Y	0.257	2.254048e+00	3.061329e+00	1.013627e+00	4.622842e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003203	-9	0	X	Y	0.256	2.270427e+00	3.056296e+00	1.019532e+00	4.583030e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003204	-9	0	X	Y	0.258	2.210911e+00	3.047901e+00	1.006845e+00	4.689358e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478714	36747332	0	X	Y	0.257	2.887270e+00	3.057577e+00	1.056963e+00	3.459862e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003205	-9	0	X	Y	0.256	3.468820e+00	3.070767e+00	1.097371e+00	2.597854e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003206	-9	0	X	Y	0.253	2.527307e+00	3.053207e+00	1.035685e+00	4.086490e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003207	-9	0	X	Y	0.247	1.919130e+00	3.044505e+00	1.009424e+00	5.290726e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003208	-9	0	X	Y	0.242	1.733926e+00	3.094392e+00	9.950885e-01	5.757783e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003209	-9	0	X	Y	0.226	5.340348e-01	3.092057e+00	9.865507e-01	8.630266e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs244499093	37652648	0	X	Y	0.223	3.675494e-01	3.119005e+00	9.810282e-01	9.062936e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs36583952	37657959	0	X	Y	0.223	3.675494e-01	3.119005e+00	9.810282e-01	9.062936e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478717	37689578	0	X	Y	0.225	5.190509e-02	3.107459e+00	9.733233e-01	9.866874e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003210	-9	0	X	Y	0.230	2.911204e-01	3.089881e+00	9.805436e-01	9.250168e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30315225	37854985	0	X	Y	0.230	2.911204e-01	3.089881e+00	9.805436e-01	9.250168e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30610479	38024014	0	X	Y	0.230	2.911204e-01	3.089881e+00	9.805436e-01	9.250168e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478720	38854827	0	X	Y	0.230	3.340587e-01	3.069397e+00	9.819271e-01	9.134260e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003211	-9	0	X	Y	0.228	8.435419e-01	3.064689e+00	9.977075e-01	7.833695e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478724	40799296	0	X	Y	0.223	1.009602e+00	3.117784e+00	9.982486e-01	7.463620e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003212	-9	0	X	Y	0.249	-1.558006e+00	3.103288e+00	9.571946e-01	6.161023e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003102	-9	0	X	Y	0.249	-7.142643e-01	3.138055e+00	9.674768e-01	8.201445e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003213	-9	0	X	Y	0.263	2.974474e+00	3.106595e+00	9.992491e-01	3.393137e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478727	43826813	0	X	Y	0.261	3.287388e+00	3.131506e+00	1.009170e+00	2.948982e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs3665191	43827916	0	X	Y	0.261	3.287388e+00	3.131506e+00	1.009170e+00	2.948982e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003214	-9	0	X	Y	0.262	3.332340e+00	3.136430e+00	1.009475e+00	2.891163e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003215	-9	0	X	Y	0.262	5.248376e+00	3.117712e+00	1.074426e+00	9.362440e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29871187	44021906	0	X	Y	0.262	5.248376e+00	3.117712e+00	1.074426e+00	9.362440e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003216	-9	0	X	Y	0.262	5.248376e+00	3.117712e+00	1.074426e+00	9.362440e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs3690632	44067379	0	X	Y	0.261	5.209573e+00	3.109161e+00	1.078764e+00	9.515520e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003217	-9	0	X	Y	0.261	5.209573e+00	3.109161e+00	1.078764e+00	9.515520e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs6319193	45093870	0	X	Y	0.261	5.249951e+00	3.123137e+00	1.078765e+00	9.409409e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003218	-9	0	X	Y	0.259	5.557801e+00	3.145237e+00	1.149407e+00	7.851732e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003219	-9	0	X	Y	0.259	5.557801e+00	3.145237e+00	1.149407e+00	7.851732e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003220	-9	0	X	Y	0.264	5.159393e+00	3.154488e+00	1.137982e+00	1.032678e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs13478739	47027244	0	X	Y	0.258	4.667677e+00	3.182799e+00	1.089135e+00	1.438402e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29922192	47030636	0	X	Y	0.261	4.784285e+00	3.200051e+00	1.100974e+00	1.362391e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30074265	47102308	0	X	Y	0.263	4.759897e+00	3.187786e+00	1.095751e+00	1.367348e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003221	-9	0	X	Y	0.263	4.759897e+00	3.187786e+00	1.095751e+00	1.367348e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003222	-9	0	X	Y	0.263	4.759897e+00	3.187786e+00	1.095751e+00	1.367348e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003223	-9	0	X	Y	0.263	4.759897e+00	3.187786e+00	1.095751e+00	1.367348e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003224	-9	0	X	Y	0.263	4.759897e+00	3.187786e+00	1.095751e+00	1.367348e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs49810363	47394542	0	X	Y	0.263	4.759897e+00	3.187786e+00	1.095751e+00	1.367348e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003225	-9	0	X	Y	0.263	4.759897e+00	3.187786e+00	1.095751e+00	1.367348e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003226	-9	0	X	Y	0.263	4.759897e+00	3.187786e+00	1.095751e+00	1.367348e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003227	-9	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30067076	47542576	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003228	-9	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003229	-9	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003230	-9	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003231	-9	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003232	-9	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003233	-9	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30716240	47982920	0	X	Y	0.265	4.981083e+00	3.203959e+00	1.116034e+00	1.213716e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003234	-9	0	X	Y	0.267	4.195130e+00	3.206957e+00	1.090170e+00	1.921059e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003235	-9	0	X	Y	0.267	4.195130e+00	3.206957e+00	1.090170e+00	1.921059e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs49226313	48183391	0	X	Y	0.267	4.195130e+00	3.206957e+00	1.090170e+00	1.921059e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs37440219	48436632	0	X	Y	0.270	4.162572e+00	3.236869e+00	1.070563e+00	1.997132e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003236	-9	0	X	Y	0.265	3.813020e+00	3.225632e+00	1.080880e+00	2.383608e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30118542	48476519	0	X	Y	0.265	3.813020e+00	3.225632e+00	1.080880e+00	2.383608e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003237	-9	0	X	Y	0.265	3.813020e+00	3.225632e+00	1.080880e+00	2.383608e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003238	-9	0	X	Y	0.265	3.813020e+00	3.225632e+00	1.080880e+00	2.383608e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003239	-9	0	X	Y	0.265	3.813020e+00	3.225632e+00	1.080880e+00	2.383608e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30466171	48809036	0	X	Y	0.266	3.812207e+00	3.213460e+00	1.078082e+00	2.366921e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003240	-9	0	X	Y	0.284	2.201279e+00	3.217543e+00	1.021774e+00	4.945551e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30015053	48921901	0	X	Y	0.284	2.201279e+00	3.217543e+00	1.021774e+00	4.945551e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30755512	48922490	0	X	Y	0.284	2.201279e+00	3.217543e+00	1.021774e+00	4.945551e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs3669453	48979306	0	X	Y	0.286	2.732605e+00	3.219730e+00	1.036994e+00	3.969085e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003241	-9	0	X	Y	0.286	2.732605e+00	3.219730e+00	1.036994e+00	3.969085e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003242	-9	0	X	Y	0.286	2.732605e+00	3.219730e+00	1.036994e+00	3.969085e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003243	-9	0	X	Y	0.286	2.732605e+00	3.219730e+00	1.036994e+00	3.969085e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30368083	49253949	0	X	Y	0.286	2.732605e+00	3.219730e+00	1.036994e+00	3.969085e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003244	-9	0	X	Y	0.291	2.674658e+00	3.214644e+00	1.020401e+00	4.062405e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs29871039	49309149	0	X	Y	0.291	2.674658e+00	3.214644e+00	1.020401e+00	4.062405e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003245	-9	0	X	Y	0.291	2.674658e+00	3.214644e+00	1.020401e+00	4.062405e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003246	-9	0	X	Y	0.291	2.674658e+00	3.214644e+00	1.020401e+00	4.062405e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs46435702	49343690	0	X	Y	0.291	2.674658e+00	3.214644e+00	1.020401e+00	4.062405e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003247	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30118634	49346716	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003248	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003249	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003250	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003251	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003252	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003253	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003254	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003255	-9	0	X	Y	0.304	1.274509e+00	3.221703e+00	1.000029e+00	6.927583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003256	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003257	-9	0	X	Y	0.293	2.082734e+00	3.221544e+00	1.001581e+00	5.185853e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs6390920	49547891	0	X	Y	0.296	2.543258e+00	3.250694e+00	1.036615e+00	4.347825e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs38638698	49564213	3	X	Y	0.299	2.543295e+00	3.266987e+00	1.044723e+00	4.370674e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs6155681	49655505	0	X	Y	0.299	2.620091e+00	3.266202e+00	1.048002e+00	4.232577e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003258	-9	0	X	Y	0.294	2.428348e+00	3.240090e+00	1.018647e+00	4.543240e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
6	rs30219175	49795236	0	X	Y	0.294	2.428348e+00	3.240090e+00	1.018647e+00	4.543240e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003259	-9	0	X	Y	0.295	2.842709e+00	3.231988e+00	1.030580e+00	3.799994e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000003260	-9	0	X	Y	0.295	2.842709e+00	3.231988e+00	1.030580e+00	3.799994e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
