chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs29909943	52393679	0	X	Y	0.222	3.574886e-01	1.035318e+00	4.117869e-01	7.301825e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001001	-9	0	X	Y	0.222	3.574886e-01	1.035318e+00	4.117869e-01	7.301825e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs33671001	52426783	0	X	Y	0.222	3.574886e-01	1.035318e+00	4.117869e-01	7.301825e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs13476499	52433667	0	X	Y	0.224	5.018541e-01	1.037183e+00	4.241574e-01	6.289341e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001241	-9	1	X	Y	0.224	4.997239e-01	1.037117e+00	4.236571e-01	6.303683e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001242	-9	1	X	Y	0.226	6.992521e-01	1.040522e+00	4.436811e-01	5.022308e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs33083288	52625226	0	X	Y	0.225	6.761120e-01	1.036641e+00	4.372259e-01	5.149003e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27927606	52646782	0	X	Y	0.225	6.761120e-01	1.036641e+00	4.372259e-01	5.149003e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001243	-9	0	X	Y	0.225	6.761120e-01	1.036641e+00	4.372259e-01	5.149003e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001244	-9	0	X	Y	0.223	8.322914e-01	1.039132e+00	4.540624e-01	4.239702e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001245	-9	0	X	Y	0.225	7.413533e-01	1.031602e+00	4.357738e-01	4.730748e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27912607	52767186	0	X	Y	0.225	7.413533e-01	1.031602e+00	4.357738e-01	4.730748e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001246	-9	0	X	Y	0.225	7.413533e-01	1.031602e+00	4.357738e-01	4.730748e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001247	-9	0	X	Y	0.226	7.438879e-01	1.032422e+00	4.308775e-01	4.719167e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27913440	53050318	0	X	Y	0.226	7.438879e-01	1.032422e+00	4.308775e-01	4.719167e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001248	-9	0	X	Y	0.226	7.438879e-01	1.032422e+00	4.308775e-01	4.719167e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001249	-9	0	X	Y	0.224	8.987685e-01	1.035448e+00	4.488894e-01	3.862802e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs13476503	53183609	0	X	Y	0.224	8.987685e-01	1.035448e+00	4.488894e-01	3.862802e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs47801450	54936421	0	X	Y	0.224	8.987685e-01	1.035448e+00	4.488894e-01	3.862802e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001250	-9	0	X	Y	0.224	8.987685e-01	1.035448e+00	4.488894e-01	3.862802e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27908481	55092420	0	X	Y	0.265	-3.316605e-01	1.003179e+00	3.542730e-01	7.412340e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001251	-9	0	X	Y	0.265	-3.316605e-01	1.003179e+00	3.542730e-01	7.412340e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001252	-9	0	X	Y	0.261	-1.074592e-01	9.985995e-01	3.620924e-01	9.143970e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs6201706	55413921	0	X	Y	0.261	-1.074592e-01	9.985995e-01	3.620924e-01	9.143970e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs6247544	57315196	0	X	Y	0.261	-1.074592e-01	9.985995e-01	3.620924e-01	9.143970e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs29714894	57658939	0	X	Y	0.261	-1.074592e-01	9.985995e-01	3.620924e-01	9.143970e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs3663027	57659854	0	X	Y	0.259	-9.283302e-02	9.986738e-01	3.645046e-01	9.260175e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27923118	57800021	0	X	Y	0.257	-9.290726e-02	9.972365e-01	3.620572e-01	9.258521e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001002	-9	0	X	Y	0.257	-9.290726e-02	9.972365e-01	3.620572e-01	9.258521e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001379	-9	0	X	Y	0.257	-9.290726e-02	9.972365e-01	3.620572e-01	9.258521e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001380	-9	0	X	Y	0.252	3.885086e-01	9.929612e-01	3.718892e-01	6.959576e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs48958172	57864928	2	X	Y	0.254	2.823952e-01	1.000553e+00	3.710770e-01	7.780086e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001381	-9	0	X	Y	0.256	1.732129e-01	9.978729e-01	3.703572e-01	8.623433e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001382	-9	0	X	Y	0.256	5.289217e-01	9.980658e-01	3.833625e-01	5.966492e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs13476520	58009358	0	X	Y	0.256	5.289217e-01	9.980658e-01	3.833625e-01	5.966492e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs3672719	58189570	0	X	Y	0.256	5.289217e-01	9.980658e-01	3.833625e-01	5.966492e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001383	-9	0	X	Y	0.256	5.289217e-01	9.980658e-01	3.833625e-01	5.966492e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001384	-9	0	X	Y	0.254	6.687321e-01	9.981649e-01	3.907949e-01	5.035401e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs13476526	59226414	0	X	Y	0.254	6.687321e-01	9.981649e-01	3.907949e-01	5.035401e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001385	-9	3	X	Y	0.262	9.421460e-01	1.003103e+00	4.164888e-01	3.485763e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001386	-9	3	X	Y	0.254	2.613587e-01	9.980847e-01	3.628138e-01	7.936586e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001387	-9	3	X	Y	0.254	2.613587e-01	9.980847e-01	3.628138e-01	7.936586e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001388	-9	3	X	Y	0.254	2.513750e-01	9.980348e-01	3.621727e-01	8.013617e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001389	-9	1	X	Y	0.260	4.437606e-01	9.966505e-01	3.578662e-01	6.565475e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs13476531	60441119	0	X	Y	0.261	4.410370e-01	9.941693e-01	3.545729e-01	6.577229e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001390	-9	0	X	Y	0.261	4.410370e-01	9.941693e-01	3.545729e-01	6.577229e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001391	-9	0	X	Y	0.258	5.454500e-01	9.906513e-01	3.503524e-01	5.824327e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001392	-9	0	X	Y	0.261	6.954177e-01	9.869556e-01	3.375809e-01	4.817514e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs29863279	61079400	0	X	Y	0.261	6.954177e-01	9.869556e-01	3.375809e-01	4.817514e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs28038082	61356586	0	X	Y	0.261	6.954177e-01	9.869556e-01	3.375809e-01	4.817514e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs28054403	61687788	0	X	Y	0.263	7.169891e-01	9.838729e-01	3.425295e-01	4.668853e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001393	-9	0	X	Y	0.263	7.169891e-01	9.838729e-01	3.425295e-01	4.668853e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001394	-9	0	X	Y	0.247	8.388450e-01	9.885480e-01	3.251822e-01	3.969882e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001395	-9	0	X	Y	0.247	8.388450e-01	9.885480e-01	3.251822e-01	3.969882e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs52111367	62100333	0	X	Y	0.244	8.946244e-01	9.900681e-01	3.526807e-01	3.671334e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs6318340	62162366	0	X	Y	0.244	8.946244e-01	9.900681e-01	3.526807e-01	3.671334e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001396	-9	0	X	Y	0.244	8.946244e-01	9.900681e-01	3.526807e-01	3.671334e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001397	-9	0	X	Y	0.242	7.543782e-01	9.899951e-01	3.477557e-01	4.468229e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs28006671	62525832	0	X	Y	0.242	7.543782e-01	9.899951e-01	3.477557e-01	4.468229e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001398	-9	0	X	Y	0.242	7.543782e-01	9.899951e-01	3.477557e-01	4.468229e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001399	-9	0	X	Y	0.247	9.154972e-01	9.890653e-01	3.599132e-01	3.555938e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs3709716	62652308	0	X	Y	0.247	9.154972e-01	9.890653e-01	3.599132e-01	3.555938e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs28024010	62672928	0	X	Y	0.247	9.154972e-01	9.890653e-01	3.599132e-01	3.555938e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001400	-9	0	X	Y	0.247	9.154972e-01	9.890653e-01	3.599132e-01	3.555938e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001401	-9	0	X	Y	0.243	7.780747e-01	9.961664e-01	3.837596e-01	4.355480e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs45907259	62761403	0	X	Y	0.243	7.780747e-01	9.961664e-01	3.837596e-01	4.355480e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs28051456	62828708	0	X	Y	0.243	7.780747e-01	9.961664e-01	3.837596e-01	4.355480e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs28058008	63453765	0	X	Y	0.243	7.780747e-01	9.961664e-01	3.837596e-01	4.355480e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001402	-9	0	X	Y	0.243	7.780747e-01	9.961664e-01	3.837596e-01	4.355480e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001403	-9	0	X	Y	0.245	6.644175e-01	9.963269e-01	3.721207e-01	5.055113e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001404	-9	0	X	Y	0.245	6.644175e-01	9.963269e-01	3.721207e-01	5.055113e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001405	-9	0	X	Y	0.243	8.008969e-01	9.956485e-01	3.773886e-01	4.219806e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs33036606	63876266	0	X	Y	0.243	8.008969e-01	9.956485e-01	3.773886e-01	4.219806e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	UNC020085719	63906770	0	X	Y	0.242	7.952240e-01	9.947609e-01	3.818528e-01	4.248587e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs28006137	63921517	0	X	Y	0.242	7.952240e-01	9.947609e-01	3.818528e-01	4.248587e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001406	-9	0	X	Y	0.242	7.952240e-01	9.947609e-01	3.818528e-01	4.248587e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001407	-9	0	X	Y	0.239	7.654687e-01	9.960093e-01	3.769253e-01	4.429406e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs262554786	64398494	0	X	Y	0.239	7.654687e-01	9.960093e-01	3.769253e-01	4.429406e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001408	-9	0	X	Y	0.239	7.654687e-01	9.960093e-01	3.769253e-01	4.429406e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001409	-9	0	X	Y	0.241	8.191454e-01	9.966339e-01	3.738800e-01	4.119601e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs6302554	64858611	0	X	Y	0.241	8.191454e-01	9.966339e-01	3.738800e-01	4.119601e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001410	-9	1	X	Y	0.239	8.132468e-01	1.000125e+00	3.741795e-01	4.169580e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001411	-9	1	X	Y	0.240	8.164721e-01	1.000228e+00	3.816135e-01	4.151633e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001412	-9	1	X	Y	0.240	8.164721e-01	1.000228e+00	3.816135e-01	4.151633e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001413	-9	1	X	Y	0.243	1.007189e+00	9.992786e-01	3.907532e-01	3.145315e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001414	-9	1	X	Y	0.243	1.007189e+00	9.992786e-01	3.907532e-01	3.145315e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001415	-9	1	X	Y	0.243	1.007189e+00	9.992786e-01	3.907532e-01	3.145315e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs33044824	65034626	0	X	Y	0.242	9.914268e-01	9.967608e-01	3.894172e-01	3.209302e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001416	-9	0	X	Y	0.242	9.914268e-01	9.967608e-01	3.894172e-01	3.209302e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001417	-9	0	X	Y	0.244	1.198082e+00	1.001525e+00	4.212755e-01	2.328018e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs32879174	65345848	0	X	Y	0.244	1.198082e+00	1.001525e+00	4.212755e-01	2.328018e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001418	-9	0	X	Y	0.244	1.198082e+00	1.001525e+00	4.212755e-01	2.328018e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001419	-9	0	X	Y	0.239	1.190570e+00	9.972103e-01	4.130872e-01	2.337205e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27980434	65554938	0	X	Y	0.239	1.190570e+00	9.972103e-01	4.130872e-01	2.337205e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001420	-9	0	X	Y	0.239	1.190570e+00	9.972103e-01	4.130872e-01	2.337205e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs45637237	65805814	0	X	Y	0.248	1.393474e+00	1.015272e+00	5.021520e-01	1.712120e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27983809	65807519	0	X	Y	0.248	1.393474e+00	1.015272e+00	5.021520e-01	1.712120e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27983691	65866215	0	X	Y	0.248	1.393474e+00	1.015272e+00	5.021520e-01	1.712120e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001421	-9	0	X	Y	0.248	1.393474e+00	1.015272e+00	5.021520e-01	1.712120e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001422	-9	0	X	Y	0.252	1.205631e+00	1.013034e+00	4.759283e-01	2.352007e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs3715385	66350151	0	X	Y	0.252	1.205631e+00	1.013034e+00	4.759283e-01	2.352007e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001423	-9	0	X	Y	0.252	1.205631e+00	1.013034e+00	4.759283e-01	2.352007e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001424	-9	0	X	Y	0.254	1.096943e+00	1.014671e+00	4.679475e-01	2.807686e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs226268013	66959121	0	X	Y	0.254	1.096943e+00	1.014671e+00	4.679475e-01	2.807686e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs13476553	66967901	0	X	Y	0.254	1.096943e+00	1.014671e+00	4.679475e-01	2.807686e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs3022885	67092862	0	X	Y	0.252	9.581572e-01	1.013240e+00	4.577920e-01	3.453051e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs33088023	67745241	0	X	Y	0.252	9.581572e-01	1.013240e+00	4.577920e-01	3.453051e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001425	-9	0	X	Y	0.252	9.581572e-01	1.013240e+00	4.577920e-01	3.453051e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001426	-9	0	X	Y	0.245	7.508737e-01	1.014966e+00	4.174146e-01	4.601586e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs6305730	67856295	0	X	Y	0.245	7.508737e-01	1.014966e+00	4.174146e-01	4.601586e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27988512	68804831	0	X	Y	0.246	8.364189e-01	1.016004e+00	4.171877e-01	4.112039e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001427	-9	0	X	Y	0.246	8.364189e-01	1.016004e+00	4.171877e-01	4.112039e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001428	-9	0	X	Y	0.246	5.402382e-01	1.017998e+00	4.018109e-01	5.961370e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001429	-9	0	X	Y	0.246	5.402382e-01	1.017998e+00	4.018109e-01	5.961370e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001430	-9	0	X	Y	0.256	8.379970e-01	1.018384e+00	4.326555e-01	4.114166e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001431	-9	0	X	Y	0.256	8.379970e-01	1.018384e+00	4.326555e-01	4.114166e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001432	-9	0	X	Y	0.254	6.931638e-01	1.015786e+00	4.224485e-01	4.956635e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs33281348	69333658	0	X	Y	0.254	6.931638e-01	1.015786e+00	4.224485e-01	4.956635e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs8263080	69342850	0	X	Y	0.254	7.503034e-01	1.012229e+00	4.159471e-01	4.592885e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27974255	69427073	0	X	Y	0.255	6.993023e-01	1.009432e+00	4.093755e-01	4.891393e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001433	-9	0	X	Y	0.255	6.993023e-01	1.009432e+00	4.093755e-01	4.891393e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001434	-9	0	X	Y	0.256	7.789794e-01	1.012289e+00	4.339973e-01	4.423557e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs32936671	69469578	0	X	Y	0.256	7.789794e-01	1.012289e+00	4.339973e-01	4.423557e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001435	-9	1	X	Y	0.257	8.555752e-01	1.016150e+00	4.401175e-01	4.006569e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001436	-9	1	X	Y	0.260	7.531428e-01	1.016686e+00	4.296056e-01	4.595652e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001437	-9	1	X	Y	0.257	1.058678e+00	1.018852e+00	4.492944e-01	2.998315e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs29957293	69697611	0	X	Y	0.257	1.056606e+00	1.018836e+00	4.491690e-01	3.007684e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs6275559	69724604	0	X	Y	0.258	1.119898e+00	1.016424e+00	4.522353e-01	2.716749e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001438	-9	0	X	Y	0.258	1.119898e+00	1.016424e+00	4.522353e-01	2.716749e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001439	-9	0	X	Y	0.249	1.067230e+00	1.020601e+00	4.301502e-01	2.967797e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27991749	69935764	0	X	Y	0.249	1.067230e+00	1.020601e+00	4.301502e-01	2.967797e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001440	-9	0	X	Y	0.249	1.067230e+00	1.020601e+00	4.301502e-01	2.967797e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001441	-9	0	X	Y	0.248	2.098625e+00	1.043198e+00	6.330868e-01	4.539095e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs28337407	70495989	0	X	Y	0.248	2.098625e+00	1.043198e+00	6.330868e-01	4.539095e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001442	-9	0	X	Y	0.248	2.098625e+00	1.043198e+00	6.330868e-01	4.539095e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001443	-9	0	X	Y	0.246	2.172641e+00	1.051560e+00	6.792035e-01	3.991411e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs33890360	70613187	0	X	Y	0.246	2.172641e+00	1.051560e+00	6.792035e-01	3.991411e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001444	-9	0	X	Y	0.246	2.172641e+00	1.051560e+00	6.792035e-01	3.991411e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001445	-9	0	X	Y	0.250	2.131830e+00	1.059520e+00	6.719688e-01	4.535367e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
2	rs27976967	70716531	0	X	Y	0.250	2.131830e+00	1.059520e+00	6.719688e-01	4.535367e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000001446	-9	0	X	Y	0.250	2.131830e+00	1.059520e+00	6.719688e-01	4.535367e-02	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
