chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003989	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003990	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003991	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003992	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003993	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003994	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs48941715	139714604	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003995	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003996	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs48153304	139729873	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003997	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003998	-9	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs3672808	139857209	0	X	Y	0.242	-1.540176e-01	2.895799e-01	6.742571e-01	5.953215e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003999	-9	0	X	Y	0.239	-4.275824e-02	2.876426e-01	6.246588e-01	8.819569e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs49817514	139925074	0	X	Y	0.239	-4.275824e-02	2.876426e-01	6.246588e-01	8.819569e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004000	-9	0	X	Y	0.239	-4.275824e-02	2.876426e-01	6.246588e-01	8.819569e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs13479079	140170992	0	X	Y	0.239	-5.147261e-02	2.885485e-01	6.288393e-01	8.585746e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004001	-9	0	X	Y	0.244	-1.329759e-02	2.842666e-01	6.084632e-01	9.627294e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000003099	-9	0	X	Y	0.251	-2.066621e-01	3.044606e-01	7.126211e-01	4.979446e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004002	-9	0	X	Y	0.265	-1.666558e-01	2.783740e-01	6.354783e-01	5.499656e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004003	-9	0	X	Y	0.262	-1.517651e-01	2.771892e-01	6.188773e-01	5.845451e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004004	-9	0	X	Y	0.254	-2.431661e-01	2.749710e-01	6.722241e-01	3.774200e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004005	-9	0	X	Y	0.254	-2.431661e-01	2.749710e-01	6.722241e-01	3.774200e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004006	-9	0	X	Y	0.254	-2.431661e-01	2.749710e-01	6.722241e-01	3.774200e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	UNCHS019278	144027145	0	X	Y	0.256	-2.308782e-01	2.736437e-01	6.531163e-01	3.996849e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs29968349	144053714	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004007	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004008	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004009	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	UNC12294003	144216078	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004010	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004011	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004012	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004013	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004014	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004015	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004016	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004017	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004018	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004019	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004020	-9	0	X	Y	0.251	-7.191918e-02	2.694123e-01	5.883288e-01	7.897430e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	JAX00629817	144464174	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004021	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004022	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004023	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004024	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004025	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004026	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004027	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004028	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004029	-9	0	X	Y	0.249	-7.125313e-02	2.693292e-01	5.861822e-01	7.915821e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs32218851	144815276	0	X	Y	0.248	-6.653703e-02	2.686968e-01	5.829261e-01	8.046380e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004030	-9	0	X	Y	0.248	-6.653703e-02	2.686968e-01	5.829261e-01	8.046380e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004031	-9	0	X	Y	0.248	-6.653703e-02	2.686968e-01	5.829261e-01	8.046380e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004032	-9	0	X	Y	0.248	-6.653703e-02	2.686968e-01	5.829261e-01	8.046380e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	UNCHS019287	144947278	0	X	Y	0.248	-6.653703e-02	2.686968e-01	5.829261e-01	8.046380e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004033	-9	0	X	Y	0.248	-6.653703e-02	2.686968e-01	5.829261e-01	8.046380e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004034	-9	0	X	Y	0.254	4.885812e-02	2.655554e-01	5.858975e-01	8.541841e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004035	-9	0	X	Y	0.256	-4.596593e-02	2.641728e-01	5.739085e-01	8.620157e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs37867351	145426702	0	X	Y	0.256	-4.596593e-02	2.641728e-01	5.739085e-01	8.620157e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004036	-9	0	X	Y	0.256	-4.596593e-02	2.641728e-01	5.739085e-01	8.620157e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004037	-9	0	X	Y	0.256	-4.596593e-02	2.641728e-01	5.739085e-01	8.620157e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004038	-9	0	X	Y	0.256	-4.596593e-02	2.641728e-01	5.739085e-01	8.620157e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	JAX00147906	145501337	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004039	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004040	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004041	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004042	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004043	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004044	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004045	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004046	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004047	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004048	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004049	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004050	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004051	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004052	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004053	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004054	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004055	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004056	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004057	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004058	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004059	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004060	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004061	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004062	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004063	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004064	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004065	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004066	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004067	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004068	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004069	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004070	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004071	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004072	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004073	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004074	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004075	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004076	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004077	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004078	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004079	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004080	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004081	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004082	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004083	-9	0	X	Y	0.255	-6.047975e-02	2.624186e-01	5.698866e-01	8.179267e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	UNCHS019320	146812066	0	X	Y	0.255	-3.053486e-02	2.626467e-01	5.713947e-01	9.075471e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004084	-9	0	X	Y	0.254	-1.373957e-01	2.610485e-01	5.709634e-01	5.991604e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004085	-9	0	X	Y	0.245	-1.019817e-02	2.627737e-01	5.693425e-01	9.690751e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	rs32284556	147652323	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004086	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	UNC12349204	147677794	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004087	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004088	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004089	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004090	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004091	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004092	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004093	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004094	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004095	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004096	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004097	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004098	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004099	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004100	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004101	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004102	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004103	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	UNCHS019368	148317349	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
6	UNCHS019370	148318249	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004104	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004105	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004106	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004107	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000004108	-9	0	X	Y	0.239	-2.010990e-02	2.613519e-01	5.678605e-01	9.387322e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
