chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31707646	95094462	0	X	Y	0.275	1.694030e+00	3.488720e+00	1.000000e-05	6.277220e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000171	-9	1	X	Y	0.276	1.719639e+00	3.498859e+00	1.000000e-05	6.235418e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30558618	97019222	0	X	Y	0.276	1.718042e+00	3.498769e+00	1.000000e-05	6.238550e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs13476003	97785720	0	X	Y	0.276	1.718042e+00	3.498769e+00	1.000000e-05	6.238550e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000632	-9	0	X	Y	0.276	1.718042e+00	3.498769e+00	1.000000e-05	6.238550e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000633	-9	0	X	Y	0.272	2.455510e+00	3.490386e+00	1.000000e-05	4.824365e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000172	-9	0	X	Y	0.272	2.455510e+00	3.490386e+00	1.000000e-05	4.824365e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs13476004	98062075	0	X	Y	0.272	2.455510e+00	3.490386e+00	1.000000e-05	4.824365e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30442897	98336438	0	X	Y	0.272	2.455510e+00	3.490386e+00	1.000000e-05	4.824365e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000173	-9	1	X	Y	0.273	2.221121e+00	3.501047e+00	1.000000e-05	5.264264e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000174	-9	1	X	Y	0.273	2.221121e+00	3.501047e+00	1.000000e-05	5.264264e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs13476006	98606933	0	X	Y	0.274	2.007145e+00	3.494714e+00	1.000000e-05	5.662888e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000634	-9	0	X	Y	0.274	2.007145e+00	3.494714e+00	1.000000e-05	5.662888e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000635	-9	0	X	Y	0.272	2.686187e+00	3.489663e+00	1.000000e-05	4.422181e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000175	-9	0	X	Y	0.272	2.686187e+00	3.489663e+00	1.000000e-05	4.422181e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31666743	98793301	0	X	Y	0.272	2.686187e+00	3.489663e+00	1.000000e-05	4.422181e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs32261404	99267827	0	X	Y	0.272	2.686187e+00	3.489663e+00	1.000000e-05	4.422181e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000177	-9	1	X	Y	0.273	2.717116e+00	3.499558e+00	1.000000e-05	4.382836e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000636	-9	1	X	Y	0.273	2.717116e+00	3.499558e+00	1.000000e-05	4.382836e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000178	-9	1	X	Y	0.271	3.171474e+00	3.494931e+00	1.000000e-05	3.650987e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000179	-9	1	X	Y	0.273	1.685578e+00	3.502318e+00	1.000000e-05	6.307689e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs37486156	99889757	0	X	Y	0.273	1.684182e+00	3.502248e+00	1.000000e-05	6.310450e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs36618375	99889934	0	X	Y	0.273	1.684182e+00	3.502248e+00	1.000000e-05	6.310450e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs13476012	99904910	0	X	Y	0.271	1.509317e+00	3.499605e+00	1.000000e-05	6.666587e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30966514	100765499	0	X	Y	0.271	1.509317e+00	3.499605e+00	1.000000e-05	6.666587e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000637	-9	0	X	Y	0.271	1.509317e+00	3.499605e+00	1.000000e-05	6.666587e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000181	-9	0	X	Y	0.273	1.540345e+00	3.502530e+00	1.000000e-05	6.605002e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs51210174	101005107	0	X	Y	0.273	1.540345e+00	3.502530e+00	1.000000e-05	6.605002e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs13476025	103724864	0	X	Y	0.273	1.555303e+00	3.519481e+00	1.000000e-05	6.589588e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000638	-9	0	X	Y	0.273	1.555303e+00	3.519481e+00	1.000000e-05	6.589588e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000182	-9	0	X	Y	0.267	2.140274e+00	3.527087e+00	1.000000e-05	5.445623e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000183	-9	0	X	Y	0.267	2.140274e+00	3.527087e+00	1.000000e-05	5.445623e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000639	-9	0	X	Y	0.267	2.140274e+00	3.527087e+00	1.000000e-05	5.445623e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000185	-9	0	X	Y	0.268	2.265987e+00	3.536614e+00	1.000000e-05	5.223276e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000186	-9	0	X	Y	0.268	2.265987e+00	3.536614e+00	1.000000e-05	5.223276e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31806216	104776951	0	X	Y	0.268	2.265987e+00	3.536614e+00	1.000000e-05	5.223276e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000640	-9	0	X	Y	0.268	2.265987e+00	3.536614e+00	1.000000e-05	5.223276e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000641	-9	0	X	Y	0.269	2.296714e+00	3.529144e+00	1.000000e-05	5.158211e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000187	-9	0	X	Y	0.269	2.296714e+00	3.529144e+00	1.000000e-05	5.158211e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000642	-9	0	X	Y	0.269	2.296714e+00	3.529144e+00	1.000000e-05	5.158211e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000188	-9	0	X	Y	0.267	2.074571e+00	3.527254e+00	1.000000e-05	5.569932e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs13476030	104876883	0	X	Y	0.267	2.074571e+00	3.527254e+00	1.000000e-05	5.569932e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs32565357	105111772	0	X	Y	0.267	2.074571e+00	3.527254e+00	1.000000e-05	5.569932e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000189	-9	0	X	Y	0.267	2.074571e+00	3.527254e+00	1.000000e-05	5.569932e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000643	-9	0	X	Y	0.267	2.074571e+00	3.527254e+00	1.000000e-05	5.569932e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000190	-9	0	X	Y	0.275	1.948178e+00	3.521974e+00	1.000000e-05	5.806869e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs32697536	105583184	0	X	Y	0.275	1.948178e+00	3.521974e+00	1.000000e-05	5.806869e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30506144	105777024	0	X	Y	0.275	1.948178e+00	3.521974e+00	1.000000e-05	5.806869e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000191	-9	0	X	Y	0.275	1.948178e+00	3.521974e+00	1.000000e-05	5.806869e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000644	-9	0	X	Y	0.275	1.948178e+00	3.521974e+00	1.000000e-05	5.806869e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000192	-9	0	X	Y	0.271	1.693997e+00	3.533367e+00	1.000000e-05	6.320795e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000193	-9	0	X	Y	0.273	1.468669e+00	3.536867e+00	1.000000e-05	6.783408e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30488981	106319361	0	X	Y	0.273	1.468669e+00	3.536867e+00	1.000000e-05	6.783408e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30487561	106321454	0	X	Y	0.273	1.468669e+00	3.536867e+00	1.000000e-05	6.783408e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000645	-9	1	X	Y	0.273	1.470084e+00	3.536940e+00	1.000000e-05	6.780547e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000646	-9	1	X	Y	0.274	1.478785e+00	3.529922e+00	1.000000e-05	6.756510e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000647	-9	1	X	Y	0.274	1.478785e+00	3.529922e+00	1.000000e-05	6.756510e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000194	-9	1	X	Y	0.274	1.478785e+00	3.529922e+00	1.000000e-05	6.756510e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000195	-9	1	X	Y	0.278	8.404940e-01	3.544893e+00	1.000000e-05	8.127858e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs47647099	106591071	0	X	Y	0.276	8.193720e-01	3.534251e+00	1.000000e-05	8.168660e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs49762567	106591714	0	X	Y	0.276	8.193720e-01	3.534251e+00	1.000000e-05	8.168660e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000196	-9	0	X	Y	0.276	8.193720e-01	3.534251e+00	1.000000e-05	8.168660e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000197	-9	0	X	Y	0.276	8.193720e-01	3.534251e+00	1.000000e-05	8.168660e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000648	-9	0	X	Y	0.276	8.193720e-01	3.534251e+00	1.000000e-05	8.168660e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000198	-9	0	X	Y	0.281	1.243173e+00	3.524346e+00	1.000000e-05	7.246006e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31994637	106835365	0	X	Y	0.281	1.243173e+00	3.524346e+00	1.000000e-05	7.246006e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000199	-9	0	X	Y	0.281	1.243173e+00	3.524346e+00	1.000000e-05	7.246006e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000200	-9	0	X	Y	0.281	1.243173e+00	3.524346e+00	1.000000e-05	7.246006e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000649	-9	0	X	Y	0.281	1.243173e+00	3.524346e+00	1.000000e-05	7.246006e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000201	-9	0	X	Y	0.276	9.243978e-01	3.516969e+00	1.000000e-05	7.929047e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31960226	107486168	0	X	Y	0.276	9.243978e-01	3.516969e+00	1.000000e-05	7.929047e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000202	-9	0	X	Y	0.276	9.243978e-01	3.516969e+00	1.000000e-05	7.929047e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000203	-9	0	X	Y	0.273	1.552520e+00	3.502508e+00	1.000000e-05	6.579859e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs32738873	108383180	0	X	Y	0.273	1.552520e+00	3.502508e+00	1.000000e-05	6.579859e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31744083	108386362	0	X	Y	0.273	1.552520e+00	3.502508e+00	1.000000e-05	6.579859e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000204	-9	0	X	Y	0.273	1.552520e+00	3.502508e+00	1.000000e-05	6.579859e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs47329570	108912083	0	X	Y	0.273	1.552520e+00	3.502508e+00	1.000000e-05	6.579859e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000205	-9	1	X	Y	0.272	1.545699e+00	3.509507e+00	1.000000e-05	6.600292e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31960159	108971258	0	X	Y	0.269	1.490761e+00	3.496945e+00	1.000000e-05	6.702768e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000650	-9	1	X	Y	0.268	1.483698e+00	3.504172e+00	1.000000e-05	6.723842e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000206	-9	1	X	Y	0.266	1.690242e+00	3.501488e+00	1.000000e-05	6.297431e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs13476045	109064276	0	X	Y	0.265	1.666095e+00	3.492087e+00	1.000000e-05	6.337302e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000207	-9	0	X	Y	0.265	1.666095e+00	3.492087e+00	1.000000e-05	6.337302e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000651	-9	0	X	Y	0.265	1.666095e+00	3.492087e+00	1.000000e-05	6.337302e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000208	-9	0	X	Y	0.261	2.616344e+00	3.503019e+00	1.000000e-05	4.558811e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31935680	109540731	0	X	Y	0.261	2.616344e+00	3.503019e+00	1.000000e-05	4.558811e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs3685919	109631744	0	X	Y	0.261	2.616344e+00	3.503019e+00	1.000000e-05	4.558811e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs6319405	110466532	0	X	Y	0.261	2.616344e+00	3.503019e+00	1.000000e-05	4.558811e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs3710646	110950866	0	X	Y	0.261	2.616344e+00	3.503019e+00	1.000000e-05	4.558811e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30584583	113394307	0	X	Y	0.261	2.616344e+00	3.503019e+00	1.000000e-05	4.558811e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000209	-9	0	X	Y	0.261	2.616344e+00	3.503019e+00	1.000000e-05	4.558811e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000652	-9	0	X	Y	0.261	2.616344e+00	3.503019e+00	1.000000e-05	4.558811e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000210	-9	0	X	Y	0.263	3.062013e+00	3.503054e+00	1.000000e-05	3.829572e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs51800183	114016746	0	X	Y	0.263	3.062013e+00	3.503054e+00	1.000000e-05	3.829572e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000211	-9	0	X	Y	0.263	3.062013e+00	3.503054e+00	1.000000e-05	3.829572e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000212	-9	0	X	Y	0.263	3.062013e+00	3.503054e+00	1.000000e-05	3.829572e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000653	-9	0	X	Y	0.263	3.062013e+00	3.503054e+00	1.000000e-05	3.829572e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000654	-9	0	X	Y	0.264	3.452792e+00	3.493949e+00	1.000000e-05	3.240610e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000213	-9	0	X	Y	0.264	3.452792e+00	3.493949e+00	1.000000e-05	3.240610e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000214	-9	0	X	Y	0.264	3.452792e+00	3.493949e+00	1.000000e-05	3.240610e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000655	-9	0	X	Y	0.264	3.452792e+00	3.493949e+00	1.000000e-05	3.240610e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000656	-9	0	X	Y	0.265	3.452312e+00	3.486512e+00	1.000000e-05	3.230993e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000215	-9	0	X	Y	0.265	3.452312e+00	3.486512e+00	1.000000e-05	3.230993e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs48823920	115287745	0	X	Y	0.265	3.452312e+00	3.486512e+00	1.000000e-05	3.230993e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000216	-9	0	X	Y	0.265	3.452312e+00	3.486512e+00	1.000000e-05	3.230993e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000657	-9	0	X	Y	0.265	3.452312e+00	3.486512e+00	1.000000e-05	3.230993e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000217	-9	0	X	Y	0.261	-4.785080e-01	3.490260e+00	1.000000e-05	8.910707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30719160	115659440	0	X	Y	0.261	-4.785080e-01	3.490260e+00	1.000000e-05	8.910707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000218	-9	0	X	Y	0.261	-4.785080e-01	3.490260e+00	1.000000e-05	8.910707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000658	-9	0	X	Y	0.261	-4.785080e-01	3.490260e+00	1.000000e-05	8.910707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000219	-9	0	X	Y	0.261	-6.525081e-01	3.490140e+00	1.000000e-05	8.518552e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs31471077	115938445	0	X	Y	0.261	-6.525081e-01	3.490140e+00	1.000000e-05	8.518552e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30675648	115951738	0	X	Y	0.261	-6.525081e-01	3.490140e+00	1.000000e-05	8.518552e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs32180662	116037566	0	X	Y	0.261	-6.525081e-01	3.490140e+00	1.000000e-05	8.518552e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000220	-9	0	X	Y	0.256	4.226355e-02	3.488152e+00	1.000000e-05	9.903431e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30680977	116103811	0	X	Y	0.256	4.226355e-02	3.488152e+00	1.000000e-05	9.903431e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs32807094	116490700	0	X	Y	0.256	4.226355e-02	3.488152e+00	1.000000e-05	9.903431e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30637341	116557932	0	X	Y	0.256	4.226355e-02	3.488152e+00	1.000000e-05	9.903431e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000221	-9	0	X	Y	0.256	4.226355e-02	3.488152e+00	1.000000e-05	9.903431e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000659	-9	0	X	Y	0.256	4.226355e-02	3.488152e+00	1.000000e-05	9.903431e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000222	-9	0	X	Y	0.254	-2.887959e-02	3.487452e+00	1.000000e-05	9.933998e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs32757674	117085254	0	X	Y	0.254	-2.887959e-02	3.487452e+00	1.000000e-05	9.933998e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000223	-9	1	X	Y	0.253	-4.299461e-02	3.495541e+00	1.000000e-05	9.901968e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs32268077	118705730	0	X	Y	0.253	-4.317459e-02	3.495540e+00	1.000000e-05	9.901558e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000224	-9	0	X	Y	0.253	-4.317459e-02	3.495540e+00	1.000000e-05	9.901558e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000660	-9	0	X	Y	0.253	-4.317459e-02	3.495540e+00	1.000000e-05	9.901558e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000225	-9	0	X	Y	0.265	-8.168272e-01	3.510197e+00	1.000000e-05	8.161960e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30725178	118850330	0	X	Y	0.265	-8.168272e-01	3.510197e+00	1.000000e-05	8.161960e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30724278	118852804	0	X	Y	0.265	-8.168272e-01	3.510197e+00	1.000000e-05	8.161960e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000226	-9	0	X	Y	0.265	-8.168272e-01	3.510197e+00	1.000000e-05	8.161960e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000661	-9	0	X	Y	0.265	-8.168272e-01	3.510197e+00	1.000000e-05	8.161960e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000227	-9	0	X	Y	0.259	-2.571289e-01	3.514931e+00	1.000000e-05	9.417463e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs30698282	118988073	0	X	Y	0.259	-2.571289e-01	3.514931e+00	1.000000e-05	9.417463e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000228	-9	0	X	Y	0.259	-2.571289e-01	3.514931e+00	1.000000e-05	9.417463e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000662	-9	0	X	Y	0.259	-2.571289e-01	3.514931e+00	1.000000e-05	9.417463e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000663	-9	0	X	Y	0.259	-2.571289e-01	3.514931e+00	1.000000e-05	9.417463e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs3723088	120061123	0	X	Y	0.259	-2.571289e-01	3.514931e+00	1.000000e-05	9.417463e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000229	-9	0	X	Y	0.259	-2.571289e-01	3.514931e+00	1.000000e-05	9.417463e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000664	-9	0	X	Y	0.259	-2.571289e-01	3.514931e+00	1.000000e-05	9.417463e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000000230	-9	0	X	Y	0.255	-1.377886e-01	3.512952e+00	1.000000e-05	9.687459e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
1	rs3663708	120112911	0	X	Y	0.255	-1.377886e-01	3.512952e+00	1.000000e-05	9.687459e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
