chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002464	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002465	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002466	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002467	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002468	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002469	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002470	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002471	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002472	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002473	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002474	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002475	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002476	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs31438316	62850781	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002477	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002478	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002479	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002480	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs29589991	62976676	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002481	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002482	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002483	-9	0	X	Y	0.180	2.706654e-01	2.558101e+00	6.883034e-01	9.158256e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002484	-9	0	X	Y	0.180	8.444774e-01	2.544052e+00	6.860243e-01	7.402290e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs37124172	63100845	0	X	Y	0.180	8.444774e-01	2.544052e+00	6.860243e-01	7.402290e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs33201254	63133007	0	X	Y	0.180	9.637602e-01	2.548105e+00	6.889561e-01	7.056040e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs33181141	63428273	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002485	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002486	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002487	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002488	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002489	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002490	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002491	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002492	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002493	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002494	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002495	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002496	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002497	-9	0	X	Y	0.182	4.498648e+00	2.596262e+00	8.627002e-01	8.445370e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002498	-9	0	X	Y	0.180	4.282803e+00	2.573374e+00	8.205875e-01	9.739015e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002499	-9	0	X	Y	0.180	4.282803e+00	2.573374e+00	8.205875e-01	9.739015e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002500	-9	0	X	Y	0.178	3.393478e+00	2.558655e+00	7.355545e-01	1.860364e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002501	-9	0	X	Y	0.178	3.393478e+00	2.558655e+00	7.355545e-01	1.860364e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs226880704	64698108	0	X	Y	0.178	3.393478e+00	2.558655e+00	7.355545e-01	1.860364e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs33749515	64699027	0	X	Y	0.178	3.393478e+00	2.558655e+00	7.355545e-01	1.860364e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002502	-9	0	X	Y	0.182	3.664612e+00	2.573227e+00	7.479766e-01	1.557351e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002503	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs6265085	64750754	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002504	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002505	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002506	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002507	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002508	-9	0	X	Y	0.208	3.571065e+00	2.470392e+00	7.953092e-01	1.496368e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002509	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002510	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002511	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002512	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002513	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002514	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002515	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002516	-9	0	X	Y	0.185	3.678519e+00	2.569904e+00	7.483225e-01	1.536488e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	UNC050381284	66147341	0	X	Y	0.184	3.759853e+00	2.586771e+00	7.678150e-01	1.474212e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002517	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs108796859	66170883	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002518	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002519	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002520	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002521	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002522	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002523	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002524	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002525	-9	0	X	Y	0.186	3.629812e+00	2.587059e+00	7.725515e-01	1.619174e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002526	-9	0	X	Y	0.191	2.943913e+00	2.553165e+00	7.482629e-01	2.500634e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs33381525	66385793	0	X	Y	0.191	2.943913e+00	2.553165e+00	7.482629e-01	2.500634e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002527	-9	0	X	Y	0.189	3.067617e+00	2.564213e+00	7.764513e-01	2.327777e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002528	-9	0	X	Y	0.189	3.067617e+00	2.564213e+00	7.764513e-01	2.327777e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002529	-9	0	X	Y	0.193	2.698648e+00	2.522826e+00	7.365604e-01	2.858551e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002530	-9	0	X	Y	0.193	2.698648e+00	2.522826e+00	7.365604e-01	2.858551e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002531	-9	0	X	Y	0.193	2.698648e+00	2.522826e+00	7.365604e-01	2.858551e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002532	-9	0	X	Y	0.193	2.698648e+00	2.522826e+00	7.365604e-01	2.858551e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002533	-9	0	X	Y	0.189	2.933560e+00	2.522110e+00	7.291004e-01	2.459536e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002534	-9	0	X	Y	0.189	3.296178e+00	2.510389e+00	7.406664e-01	1.904586e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002535	-9	0	X	Y	0.191	3.191542e+00	2.505275e+00	7.218395e-01	2.039471e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002536	-9	0	X	Y	0.191	3.191542e+00	2.505275e+00	7.218395e-01	2.039471e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002537	-9	0	X	Y	0.191	3.191542e+00	2.505275e+00	7.218395e-01	2.039471e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002538	-9	0	X	Y	0.191	3.191542e+00	2.505275e+00	7.218395e-01	2.039471e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002539	-9	0	X	Y	0.191	3.191542e+00	2.505275e+00	7.218395e-01	2.039471e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002540	-9	0	X	Y	0.191	3.191542e+00	2.505275e+00	7.218395e-01	2.039471e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002541	-9	0	X	Y	0.192	3.068129e+00	2.502455e+00	7.145399e-01	2.214079e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002542	-9	0	X	Y	0.192	3.068129e+00	2.502455e+00	7.145399e-01	2.214079e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002543	-9	0	X	Y	0.187	3.704126e+00	2.523431e+00	7.265039e-01	1.434705e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002544	-9	0	X	Y	0.187	3.704126e+00	2.523431e+00	7.265039e-01	1.434705e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002545	-9	0	X	Y	0.187	3.704126e+00	2.523431e+00	7.265039e-01	1.434705e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002546	-9	0	X	Y	0.189	3.749505e+00	2.513861e+00	7.324803e-01	1.371629e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002547	-9	0	X	Y	0.200	3.431773e+00	2.491362e+00	7.420567e-01	1.696778e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002548	-9	0	X	Y	0.189	3.749505e+00	2.513861e+00	7.324803e-01	1.371629e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002549	-9	0	X	Y	0.189	3.749505e+00	2.513861e+00	7.324803e-01	1.371629e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002550	-9	0	X	Y	0.189	3.749505e+00	2.513861e+00	7.324803e-01	1.371629e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002551	-9	0	X	Y	0.189	3.749505e+00	2.513861e+00	7.324803e-01	1.371629e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs3659098	67573068	0	X	Y	0.187	3.696116e+00	2.530967e+00	7.160278e-01	1.455275e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002552	-9	0	X	Y	0.187	3.696116e+00	2.530967e+00	7.160278e-01	1.455275e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002553	-9	0	X	Y	0.189	3.968470e+00	2.510767e+00	7.386558e-01	1.153189e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs31502646	69136060	0	X	Y	0.186	3.799904e+00	2.532980e+00	7.636018e-01	1.349122e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs52382600	69357018	0	X	Y	0.186	3.717067e+00	2.504176e+00	7.626065e-01	1.390567e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002554	-9	0	X	Y	0.180	3.711503e+00	2.537564e+00	7.798824e-01	1.449063e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs13478320	70742061	0	X	Y	0.181	3.753285e+00	2.539960e+00	7.855183e-01	1.408286e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002555	-9	0	X	Y	0.181	3.753285e+00	2.539960e+00	7.855183e-01	1.408286e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002556	-9	0	X	Y	0.181	3.753285e+00	2.539960e+00	7.855183e-01	1.408286e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002557	-9	0	X	Y	0.181	3.753285e+00	2.539960e+00	7.855183e-01	1.408286e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002558	-9	0	X	Y	0.179	4.346735e+00	2.536501e+00	7.915427e-01	8.790735e-02	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002559	-9	0	X	Y	0.177	4.182387e+00	2.549846e+00	7.945018e-01	1.022909e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs33034992	72024491	0	X	Y	0.175	3.226266e+00	2.545817e+00	7.531172e-01	2.063091e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002560	-9	0	X	Y	0.175	3.226266e+00	2.545817e+00	7.531172e-01	2.063091e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs29634610	72178469	0	X	Y	0.175	3.226266e+00	2.545817e+00	7.531172e-01	2.063091e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002561	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs29501536	72319839	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002562	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002563	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002564	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002565	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002566	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002567	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002568	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002569	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs6409508	73128312	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002570	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002571	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002572	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002573	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002574	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002575	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002576	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs3707918	73342577	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002577	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002578	-9	0	X	Y	0.173	3.384708e+00	2.558361e+00	7.542933e-01	1.871216e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002579	-9	0	X	Y	0.174	3.514363e+00	2.568816e+00	7.696144e-01	1.725917e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002580	-9	0	X	Y	0.174	3.514363e+00	2.568816e+00	7.696144e-01	1.725917e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002581	-9	0	X	Y	0.174	3.514363e+00	2.568816e+00	7.696144e-01	1.725917e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002582	-9	0	X	Y	0.174	3.514363e+00	2.568816e+00	7.696144e-01	1.725917e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
5	rs3670420	73635922	0	X	Y	0.174	3.514363e+00	2.568816e+00	7.696144e-01	1.725917e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002583	-9	0	X	Y	0.174	3.514363e+00	2.568816e+00	7.696144e-01	1.725917e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002584	-9	0	X	Y	0.174	3.514363e+00	2.568816e+00	7.696144e-01	1.725917e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000002585	-9	0	X	Y	0.174	3.514363e+00	2.568816e+00	7.696144e-01	1.725917e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
